Model,Broad.phase.of.flight,Weather.Condition,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Year
A36TC,Approach,VMC,2.0,0.0,0.0,0.0,2006
47G-2,Landing,VMC,0.0,0.0,0.0,3.0,2006
High Tow,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
MD-81,Unknown,VMC,0.0,1.0,0.0,151.0,2006
PA-28R-200,Takeoff,IMC,3.0,0.0,0.0,0.0,2006
210K,Landing,VMC,0.0,0.0,0.0,2.0,2006
C340A,Unknown,VMC,0.0,0.0,0.0,2.0,2006
369A,Landing,VMC,0.0,0.0,0.0,4.0,2006
RV-6,Landing,VMC,0.0,0.0,0.0,2.0,2006
305A,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
A-1,Landing,VMC,0.0,0.0,0.0,1.0,2006
T210G,Approach,VMC,0.0,0.0,1.0,0.0,2006
182A,Approach,VMC,0.0,0.0,4.0,0.0,2006
PA-18-180,Landing,VMC,0.0,0.0,0.0,1.0,2006
Rans S-14,Unknown,VMC,1.0,0.0,0.0,0.0,2006
PA-28,Cruise,IMC,1.0,0.0,0.0,0.0,2006
PA-32-300,Descent,VMC,0.0,0.0,0.0,5.0,2006
J-3K,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
369D,Maneuvering,VMC,0.0,0.0,0.0,3.0,2006
180,Landing,VMC,0.0,0.0,0.0,1.0,2006
210A,Approach,VMC,0.0,0.0,0.0,1.0,2006
172K,Landing,VMC,0.0,0.0,1.0,0.0,2006
182M,Descent,VMC,0.0,0.0,2.0,0.0,2006
A319-131,Descent,VMC,0.0,1.0,0.0,110.0,2006
737-300,Unknown,VMC,0.0,0.0,0.0,2.0,2006
172S,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
172L,Landing,VMC,0.0,0.0,0.0,1.0,2006
BC12-D,Go-around,VMC,0.0,1.0,0.0,0.0,2006
182H,Landing,VMC,0.0,0.0,0.0,2.0,2006
PA-31,Landing,VMC,0.0,0.0,0.0,1.0,2006
A310-300,Unknown,IMC,124.0,59.0,0.0,17.0,2006
S61N,Unknown,VMC,6.0,0.0,0.0,0.0,2006
PA-32-260,Go-around,VMC,5.0,0.0,0.0,0.0,2006
LS3A,Landing,VMC,0.0,0.0,0.0,1.0,2006
Sparrow,Takeoff,VMC,0.0,1.0,0.0,0.0,2006
M20C,Cruise,VMC,0.0,0.0,1.0,0.0,2006
R172K,Landing,VMC,0.0,0.0,0.0,2.0,2006
Zenair CH-701,Cruise,VMC,0.0,1.0,0.0,0.0,2006
182C,Unknown,VMC,5.0,0.0,0.0,0.0,2006
Citation 560,Landing,VMC,0.0,0.0,0.0,2.0,2006
PA-28-161,Approach,VMC,0.0,0.0,2.0,0.0,2006
PA-31-350,Cruise,VMC,1.0,0.0,0.0,0.0,2006
Seawind 3000,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
G-164B,Cruise,VMC,0.0,0.0,0.0,1.0,2006
SUPER BLANIK L-23,Descent,VMC,0.0,0.0,0.0,2.0,2006
Long-EZ,Approach,VMC,0.0,0.0,1.0,0.0,2006
173/RG-XL,Landing,VMC,0.0,0.0,0.0,1.0,2006
C24R,Approach,VMC,2.0,0.0,0.0,0.0,2006
PA-18-135,Maneuvering,VMC,1.0,0.0,0.0,0.0,2006
172M,Landing,VMC,0.0,0.0,0.0,1.0,2006
PA-31-350,Taxi,VMC,0.0,0.0,0.0,1.0,2006
206F,Takeoff,VMC,0.0,0.0,0.0,5.0,2006
SR-22,Go-around,VMC,1.0,0.0,0.0,0.0,2006
182B,Takeoff,VMC,0.0,3.0,0.0,0.0,2006
AT-502B,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
206L-3,Landing,VMC,0.0,0.0,2.0,0.0,2006
300C,Maneuvering,VMC,0.0,0.0,1.0,1.0,2006
382 C130,Unknown,VMC,5.0,0.0,0.0,0.0,2006
AT-301,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
172R,Landing,VMC,0.0,0.0,0.0,1.0,2006
172E,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
PA-11,Landing,VMC,0.0,0.0,0.0,2.0,2006
152,Takeoff,VMC,0.0,0.0,1.0,1.0,2006
AA-5B,Unknown,VMC,0.0,2.0,0.0,0.0,2006
AA-1,Cruise,VMC,0.0,0.0,0.0,2.0,2006
120,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
PA-28-161,Landing,VMC,0.0,0.0,0.0,1.0,2006
172N,Cruise,VMC,1.0,0.0,0.0,0.0,2006
172N,Unknown,VMC,3.0,0.0,0.0,0.0,2006
280C,Cruise,VMC,0.0,0.0,1.0,0.0,2006
182A,Approach,VMC,0.0,1.0,0.0,0.0,2006
T210,Cruise,VMC,0.0,0.0,0.0,2.0,2006
R172K II,Takeoff,VMC,0.0,0.0,3.0,0.0,2006
55,Approach,VMC,0.0,0.0,0.0,5.0,2006
206L,Unknown,VMC,0.0,0.0,0.0,6.0,2006
120,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
Breezy,Takeoff,VMC,1.0,1.0,0.0,0.0,2006
CP-30,Landing,VMC,0.0,0.0,0.0,2.0,2006
C35,Landing,VMC,0.0,0.0,2.0,0.0,2006
T310R,Unknown,VMC,1.0,0.0,0.0,0.0,2006
7AC,Takeoff,VMC,0.0,2.0,0.0,0.0,2006
PA-24-250,Landing,VMC,0.0,0.0,0.0,1.0,2006
A36,Approach,IMC,0.0,0.0,0.0,2.0,2006
210G,Cruise,VMC,0.0,0.0,3.0,0.0,2006
M 6 180C,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
182Q,Landing,VMC,0.0,0.0,0.0,1.0,2006
MK-58A Hunter,Takeoff,VMC,1.0,0.0,0.0,0.0,2006
320E,Takeoff,VMC,1.0,3.0,0.0,0.0,2006
14-19,Approach,VMC,1.0,0.0,0.0,0.0,2006
PA-46-310P,Unknown,VMC,4.0,1.0,0.0,0.0,2006
206B,Approach,VMC,0.0,0.0,1.0,0.0,2006
AS-350 BA,Approach,VMC,0.0,0.0,0.0,2.0,2006
747-200F,Unknown,VMC,0.0,0.0,0.0,3.0,2006
J3,Cruise,VMC,2.0,0.0,0.0,0.0,2006
Mystere Falcon 900,Landing,VMC,0.0,0.0,0.0,5.0,2006
177RG,Landing,VMC,0.0,0.0,0.0,1.0,2006
A36,Landing,VMC,0.0,0.0,0.0,3.0,2006
182,Landing,VMC,0.0,0.0,0.0,1.0,2006
Air Command Elite,Maneuvering,VMC,0.0,1.0,0.0,0.0,2006
BE58P,Landing,IMC,3.0,0.0,0.0,0.0,2006
DC-3,Takeoff,VMC,0.0,0.0,1.0,3.0,2006
560,Landing,VMC,2.0,2.0,0.0,0.0,2006
8A,Takeoff,VMC,0.0,0.0,1.0,1.0,2006
PA-34-200,Approach,VMC,0.0,1.0,1.0,0.0,2006
P210N,Cruise,VMC,1.0,1.0,0.0,0.0,2006
172N,Takeoff,VMC,2.0,0.0,0.0,0.0,2006
175,Landing,VMC,0.0,1.0,0.0,0.0,2006
7GCBC,Landing,VMC,0.0,0.0,0.0,1.0,2006
Avid Flyer Speed Win,Cruise,VMC,0.0,1.0,0.0,0.0,2006
G-164A,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
8E,Landing,VMC,0.0,0.0,0.0,1.0,2006
RX 8,Landing,VMC,0.0,1.0,0.0,2.0,2006
PA-46T,Unknown,VMC,0.0,0.0,0.0,6.0,2006
T210N,Approach,VMC,0.0,0.0,0.0,6.0,2006
172F,Maneuvering,VMC,0.0,3.0,0.0,0.0,2006
550,Taxi,VMC,0.0,0.0,0.0,4.0,2006
PA-28-161,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
PA-28-140,Go-around,VMC,0.0,0.0,0.0,1.0,2006
PA19/L-18C,Maneuvering,VMC,0.0,1.0,0.0,0.0,2006
206H,Takeoff,VMC,0.0,0.0,0.0,3.0,2006
182L,Landing,VMC,0.0,0.0,0.0,2.0,2006
S2R-G10,Standing,VMC,1.0,0.0,0.0,0.0,2006
Bushby Mustang II,Go-around,VMC,0.0,0.0,1.0,0.0,2006
G-164B,Maneuvering,VMC,0.0,0.0,1.0,0.0,2006
G-164A,Climb,VMC,0.0,0.0,1.0,0.0,2006
182P,Cruise,VMC,0.0,0.0,0.0,2.0,2006
G36,Landing,VMC,2.0,1.0,0.0,0.0,2006
BE23,Go-around,VMC,0.0,0.0,0.0,2.0,2006
J3C-65,Cruise,VMC,0.0,0.0,1.0,0.0,2006
Europa XS,Approach,VMC,2.0,0.0,0.0,0.0,2006
R-44,Landing,VMC,0.0,0.0,0.0,1.0,2006
Mustang II,Landing,VMC,0.0,0.0,1.0,1.0,2006
402B,Landing,IMC,0.0,0.0,0.0,1.0,2006
DHC-2,Taxi,VMC,0.0,0.0,0.0,2.0,2006
PA-12,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
747,Landing,VMC,0.0,0.0,0.0,131.0,2006
737-322,Takeoff,VMC,0.0,0.0,0.0,131.0,2006
185,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
SR-22,Unknown,VMC,0.0,0.0,0.0,4.0,2006
EMB-135LR,Taxi,VMC,0.0,0.0,0.0,16.0,2006
172F,Cruise,VMC,1.0,0.0,0.0,0.0,2006
RV6,Maneuvering,VMC,1.0,0.0,0.0,0.0,2006
170B,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
180,Landing,VMC,0.0,0.0,0.0,1.0,2006
A320,Unknown,VMC,0.0,0.0,0.0,0.0,2006
B767-200,Unknown,VMC,0.0,0.0,4.0,138.0,2006
F86,Takeoff,VMC,1.0,0.0,0.0,0.0,2006
M-7-235C,Landing,VMC,0.0,0.0,0.0,1.0,2006
182D,Cruise,VMC,0.0,0.0,0.0,2.0,2006
150F,Landing,VMC,0.0,0.0,1.0,0.0,2006
33,Standing,VMC,2.0,0.0,0.0,0.0,2006
R182,Cruise,VMC,0.0,0.0,0.0,2.0,2006
150J,Maneuvering,IMC,0.0,0.0,1.0,0.0,2006
582,Landing,VMC,0.0,1.0,0.0,0.0,2006
172N,Takeoff,VMC,0.0,0.0,1.0,0.0,2006
A36,Takeoff,VMC,0.0,0.0,1.0,3.0,2006
M20J,Cruise,IMC,2.0,0.0,0.0,0.0,2006
PA-28RT-201T,Unknown,VMC,1.0,0.0,0.0,0.0,2006
PA-32R-300,Takeoff,VMC,0.0,1.0,1.0,0.0,2006
737-300,Taxi,VMC,0.0,0.0,3.0,75.0,2006
140,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
G-164B,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
95-B55,Cruise,IMC,0.0,1.0,0.0,0.0,2006
AS 350B2,Maneuvering,VMC,0.0,1.0,2.0,3.0,2006
F19,Landing,VMC,0.0,0.0,0.0,2.0,2006
177B,Cruise,VMC,2.0,0.0,0.0,0.0,2006
CL600-2B19-200,Unknown,VMC,0.0,0.0,0.0,0.0,2006
Galaxy 11B,Descent,VMC,0.0,1.0,1.0,7.0,2006
TU206G,Landing,VMC,0.0,0.0,0.0,2.0,2006
V35B,Climb,VMC,0.0,0.0,1.0,0.0,2006
R44,Cruise,IMC,0.0,0.0,1.0,0.0,2006
R-22B,Maneuvering,VMC,0.0,0.0,2.0,0.0,2006
MD-10-10F,Landing,VMC,0.0,0.0,0.0,3.0,2006
690A,Unknown,VMC,3.0,0.0,0.0,0.0,2006
172F,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
172P,Landing,VMC,0.0,0.0,0.0,1.0,2006
414A,Landing,VMC,0.0,0.0,0.0,4.0,2006
Travel Air 4000,Landing,VMC,0.0,1.0,0.0,0.0,2006
DHC-6-100,Takeoff,VMC,6.0,2.0,0.0,0.0,2006
208,Takeoff,VMC,0.0,0.0,0.0,6.0,2006
180H,Taxi,VMC,0.0,0.0,0.0,1.0,2006
180J,Landing,VMC,0.0,0.0,0.0,2.0,2006
120,Climb,VMC,0.0,0.0,0.0,1.0,2006
AL11C,Cruise,VMC,1.0,0.0,0.0,1.0,2006
RV-6,Taxi,VMC,1.0,0.0,0.0,3.0,2006
S2R,Maneuvering,VMC,0.0,0.0,1.0,0.0,2006
180M,Landing,VMC,0.0,0.0,0.0,4.0,2006
172N,Takeoff,VMC,0.0,0.0,0.0,4.0,2006
SeaRey,Takeoff,VMC,1.0,0.0,0.0,0.0,2006
7KCAB,Maneuvering,VMC,2.0,0.0,0.0,0.0,2006
TBM-3,Taxi,VMC,1.0,0.0,0.0,3.0,2006
AT-400,Landing,VMC,0.0,0.0,0.0,1.0,2006
8GCBC,Maneuvering,VMC,0.0,1.0,1.0,0.0,2006
DHC-3,Approach,VMC,0.0,1.0,3.0,3.0,2006
XL2,Landing,VMC,0.0,1.0,0.0,0.0,2006
S-1A,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
DHC-2 MK.1,Takeoff,VMC,0.0,0.0,0.0,6.0,2006
180H,Landing,VMC,0.0,0.0,0.0,1.0,2006
180,Landing,VMC,0.0,0.0,0.0,3.0,2006
500N,Landing,VMC,0.0,0.0,1.0,1.0,2006
D45,Takeoff,VMC,0.0,0.0,1.0,0.0,2006
A320,Unknown,VMC,0.0,0.0,0.0,0.0,2006
206L-1,Climb,VMC,0.0,0.0,0.0,4.0,2006
172M,Takeoff,VMC,0.0,0.0,0.0,3.0,2006
PA-25-235,Maneuvering,VMC,1.0,0.0,0.0,0.0,2006
Skystar Vixen,Takeoff,VMC,1.0,0.0,0.0,0.0,2006
172S,Landing,VMC,0.0,0.0,0.0,1.0,2006
172M,Landing,VMC,0.0,0.0,0.0,1.0,2006
PA-24-180,Cruise,VMC,1.0,0.0,0.0,0.0,2006
PA-23-150,Approach,VMC,0.0,0.0,4.0,0.0,2006
PA-25,Maneuvering,VMC,0.0,1.0,0.0,0.0,2006
CH-54A,Maneuvering,VMC,2.0,0.0,0.0,0.0,2006
182P,Climb,IMC,2.0,0.0,0.0,0.0,2006
172M,Approach,VMC,0.0,1.0,1.0,0.0,2006
A188B,Maneuvering,VMC,1.0,0.0,0.0,0.0,2006
182E,Landing,VMC,0.0,0.0,0.0,2.0,2006
PA-28-140,Taxi,VMC,0.0,0.0,0.0,4.0,2006
Lancair IVP,Takeoff,VMC,0.0,0.0,0.0,4.0,2006
Rans S-16,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
PA-25,Cruise,VMC,0.0,0.0,0.0,1.0,2006
110P1,Approach,IMC,1.0,0.0,0.0,0.0,2006
Express FT,Unknown,VMC,1.0,0.0,0.0,0.0,2006
Express FT,Unknown,VMC,1.0,0.0,0.0,0.0,2006
Bearhawk,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
172N,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
7KCAB,Cruise,VMC,0.0,0.0,1.0,0.0,2006
7FC,Approach,VMC,0.0,1.0,0.0,1.0,2006
AT-502,Maneuvering,VMC,1.0,0.0,0.0,0.0,2006
SR22,Approach,VMC,0.0,1.0,2.0,0.0,2006
PA-22-150,Approach,VMC,0.0,1.0,0.0,0.0,2006
Discuss B,Maneuvering,VMC,0.0,1.0,0.0,0.0,2006
PA-46-350P,Takeoff,VMC,0.0,0.0,0.0,6.0,2006
Superfly,Landing,VMC,0.0,0.0,0.0,1.0,2006
MAC-145,Taxi,VMC,0.0,0.0,0.0,1.0,2006
B19,Landing,VMC,0.0,0.0,0.0,1.0,2006
CH701,Landing,VMC,0.0,0.0,0.0,1.0,2006
PA-18-150,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
PA-23-250,Landing,VMC,0.0,0.0,0.0,3.0,2006
PA-28R-201,Maneuvering,VMC,1.0,1.0,0.0,0.0,2006
PA-18,Landing,VMC,0.0,0.0,0.0,2.0,2006
Discus-2CT,Descent,VMC,0.0,0.0,1.0,0.0,2006
620B,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
BE-18,Cruise,VMC,0.0,0.0,0.0,2.0,2006
PA-14,Landing,VMC,0.0,0.0,0.0,3.0,2006
SV-4C,Landing,VMC,0.0,0.0,0.0,2.0,2006
Protech PT-2B,Taxi,VMC,0.0,1.0,1.0,0.0,2006
206B,Cruise,VMC,0.0,0.0,0.0,5.0,2006
PA-12,Landing,VMC,0.0,0.0,1.0,1.0,2006
206L-3,Maneuvering,VMC,0.0,0.0,0.0,3.0,2006
R22 Beta,Maneuvering,VMC,1.0,1.0,0.0,0.0,2006
PA-24-260,Cruise,VMC,0.0,0.0,0.0,2.0,2006
B75N1,Landing,VMC,0.0,0.0,0.0,1.0,2006
G-164A,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
CTSW,Landing,VMC,0.0,0.0,0.0,1.0,2006
,Cruise,VMC,0.0,0.0,0.0,1.0,2006
F28C-2,Landing,VMC,0.0,0.0,0.0,2.0,2006
R-22B,Go-around,VMC,0.0,0.0,0.0,2.0,2006
108,Landing,VMC,0.0,0.0,1.0,1.0,2006
7EC,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
S2R-T34,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
207A,Unknown,VMC,2.0,0.0,0.0,0.0,2006
PA-32-300,Takeoff,VMC,0.0,7.0,0.0,0.0,2006
SR-22,Unknown,VMC,0.0,0.0,0.0,2.0,2006
369D,Standing,VMC,0.0,0.0,0.0,1.0,2006
206L-1,Standing,VMC,0.0,0.0,0.0,1.0,2006
PA-23-160,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
Acro Sport II,Go-around,VMC,1.0,1.0,0.0,0.0,2006
150,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
172,Maneuvering,VMC,0.0,0.0,0.0,3.0,2006
B100,Approach,VMC,0.0,0.0,0.0,1.0,2006
Pitts S1S,Landing,VMC,0.0,0.0,0.0,1.0,2006
150L,Cruise,VMC,0.0,0.0,0.0,1.0,2006
AS-350-B3,Maneuvering,VMC,4.0,0.0,0.0,0.0,2006
R44 II,Maneuvering,IMC,3.0,0.0,0.0,0.0,2006
L-100-30,Unknown,VMC,3.0,0.0,0.0,0.0,2006
M20E,Unknown,VMC,0.0,0.0,0.0,1.0,2006
150L,Landing,VMC,0.0,0.0,0.0,1.0,2006
PA-14,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
PA-23-250,Approach,IMC,4.0,0.0,0.0,0.0,2006
KOLB MARK III CLSC,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
SR20,Cruise,VMC,0.0,1.0,1.0,0.0,2006
PA-32R,Unknown,VMC,0.0,0.0,0.0,5.0,2006
EA-300,Maneuvering,VMC,0.0,1.0,0.0,0.0,2006
108-2,Landing,VMC,0.0,0.0,0.0,1.0,2006
PA-28-181,Landing,VMC,0.0,0.0,0.0,2.0,2006
19A,Go-around,VMC,0.0,0.0,0.0,2.0,2006
PA-18,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
337,Unknown,VMC,6.0,0.0,0.0,0.0,2006
SF-28A,Maneuvering,VMC,1.0,0.0,1.0,0.0,2006
182S,Landing,VMC,0.0,0.0,0.0,3.0,2006
Breezy RLU-1,Takeoff,IMC,1.0,0.0,0.0,0.0,2006
SA227-AC,Approach,VMC,0.0,0.0,1.0,1.0,2006
Rans S-6,Cruise,VMC,0.0,0.0,1.0,0.0,2006
PA-24-250,Takeoff,VMC,0.0,0.0,0.0,3.0,2006
G109,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
A150M,Takeoff,VMC,0.0,0.0,1.0,0.0,2006
A188B,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
PA-32RT-300,Go-around,IMC,2.0,0.0,0.0,0.0,2006
HH-43F,Maneuvering,VMC,1.0,0.0,0.0,0.0,2006
Sonerai IILT,Takeoff,VMC,1.0,0.0,0.0,1.0,2006
8GCBC,Maneuvering,VMC,0.0,1.0,0.0,0.0,2006
PA-25-235,Standing,VMC,0.0,0.0,1.0,2.0,2006
G-103A,Landing,VMC,0.0,0.0,1.0,2.0,2006
407,Approach,VMC,0.0,0.0,0.0,1.0,2006
Ginny B,Cruise,VMC,0.0,0.0,1.0,0.0,2006
C,Takeoff,VMC,0.0,1.0,0.0,0.0,2006
PA-28-161,Climb,VMC,0.0,1.0,2.0,1.0,2006
369E,Cruise,VMC,0.0,0.0,0.0,2.0,2006
172P,Landing,VMC,0.0,0.0,0.0,2.0,2006
U206G,Cruise,IMC,0.0,1.0,3.0,0.0,2006
PA-16,Takeoff,VMC,0.0,1.0,1.0,0.0,2006
VariEze,Maneuvering,VMC,2.0,0.0,0.0,0.0,2006
PA 38-112,Landing,VMC,0.0,0.0,0.0,2.0,2006
PA-34-200T,Landing,VMC,0.0,0.0,0.0,1.0,2006
TR182,Landing,VMC,0.0,0.0,0.0,2.0,2006
T210N,Landing,VMC,0.0,0.0,0.0,1.0,2006
7GCBC,Landing,VMC,0.0,0.0,0.0,2.0,2006
DC-9-83,Taxi,VMC,0.0,0.0,0.0,145.0,2006
T210G,Landing,VMC,0.0,0.0,0.0,1.0,2006
SR22-GTS,Cruise,VMC,0.0,0.0,0.0,3.0,2006
737-524,Taxi,VMC,0.0,0.0,0.0,1.0,2006
AS350 B2,Cruise,VMC,1.0,0.0,0.0,0.0,2006
Lancair IV-P Turbine,Climb,VMC,0.0,0.0,1.0,0.0,2006
99,Maneuvering,VMC,0.0,1.0,0.0,13.0,2006
601P,Landing,VMC,0.0,0.0,0.0,1.0,2006
PA-24-220T,Unknown,VMC,0.0,0.0,0.0,3.0,2006
PA-22-20-150,Landing,VMC,0.0,0.0,0.0,2.0,2006
PA-28R-200,Landing,VMC,0.0,0.0,0.0,1.0,2006
11AC,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
PA-23-160,Unknown,VMC,0.0,0.0,0.0,1.0,2006
Questair Q20,Cruise,VMC,1.0,0.0,0.0,0.0,2006
AT-400A,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
47G-5,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
RV-3AB,Maneuvering,VMC,1.0,0.0,0.0,0.0,2006
Vans RV-6,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
PA-28-140,Cruise,IMC,1.0,0.0,0.0,0.0,2006
E75,Maneuvering,VMC,0.0,0.0,1.0,1.0,2006
152,Landing,VMC,0.0,0.0,0.0,1.0,2006
A185E,Landing,VMC,0.0,0.0,0.0,1.0,2006
206,Landing,VMC,0.0,0.0,0.0,5.0,2006
MU-2B-40,Cruise,VMC,2.0,0.0,0.0,0.0,2006
SF-24A Motorspatz,Takeoff,VMC,1.0,0.0,0.0,0.0,2006
S-55,Cruise,VMC,0.0,0.0,0.0,2.0,2006
A-1B,Approach,VMC,0.0,0.0,0.0,2.0,2006
PA-32-300,Landing,VMC,0.0,0.0,0.0,3.0,2006
Travel Air C-4000,Takeoff,VMC,1.0,1.0,0.0,0.0,2006
A-1B,Landing,VMC,0.0,0.0,1.0,0.0,2006
RV-6A,Maneuvering,VMC,2.0,0.0,0.0,0.0,2006
AS 350 B3,Takeoff,VMC,0.0,0.0,0.0,3.0,2006
J-3C-65,Maneuvering,VMC,0.0,0.0,1.0,1.0,2006
CH801,Takeoff,VMC,0.0,0.0,1.0,0.0,2006
CRJ-100,Taxi,VMC,49.0,1.0,0.0,0.0,2006
M20C,Landing,VMC,0.0,0.0,0.0,2.0,2006
R22 BETA,Maneuvering,VMC,0.0,0.0,0.0,2.0,2006
Navion A,Takeoff,VMC,0.0,0.0,2.0,0.0,2006
ASW27-18,Cruise,VMC,0.0,0.0,3.0,3.0,2006
Hawker 800XP,Descent,VMC,0.0,0.0,3.0,3.0,2006
DG 300,Landing,VMC,0.0,0.0,0.0,1.0,2006
Air Cam,Cruise,VMC,0.0,0.0,0.0,1.0,2006
401A,Approach,IMC,7.0,0.0,0.0,0.0,2006
SR22,Climb,IMC,1.0,3.0,0.0,0.0,2006
172R,Go-around,VMC,0.0,0.0,0.0,1.0,2006
J5A,Cruise,VMC,0.0,0.0,0.0,2.0,2006
172,Maneuvering,VMC,0.0,0.0,0.0,3.0,2006
182RG,Approach,VMC,0.0,0.0,0.0,2.0,2006
PA-18-150,Landing,VMC,0.0,0.0,1.0,1.0,2006
172P,Go-around,VMC,0.0,0.0,0.0,2.0,2006
PA-18,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
737-400,Landing,VMC,0.0,0.0,0.0,118.0,2006
17-31 ATC,Unknown,VMC,1.0,0.0,0.0,0.0,2006
206F,Standing,VMC,0.0,0.0,0.0,3.0,2006
MU-2B-35,Descent,IMC,1.0,0.0,0.0,0.0,2006
180,Go-around,VMC,0.0,0.0,0.0,1.0,2006
PA-28-140,Takeoff,VMC,0.0,0.0,3.0,0.0,2006
Blanik L-13,Landing,VMC,0.0,0.0,0.0,2.0,2006
DHC-3,Landing,VMC,0.0,0.0,0.0,1.0,2006
150K,Cruise,IMC,1.0,0.0,0.0,0.0,2006
337G,Takeoff,VMC,3.0,0.0,0.0,0.0,2006
BE95 A-55,Takeoff,VMC,1.0,0.0,0.0,0.0,2006
8A,Takeoff,VMC,2.0,0.0,0.0,0.0,2006
172N,Go-around,VMC,0.0,0.0,1.0,0.0,2006
PA-18-150,Landing,VMC,0.0,0.0,0.0,1.0,2006
C210P,Unknown,VMC,0.0,0.0,0.0,1.0,2006
Tailwind W8,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
8A,Landing,VMC,0.0,0.0,0.0,1.0,2006
Christen Eagle II,Cruise,VMC,0.0,0.0,0.0,1.0,2006
Bushmaster,Approach,VMC,0.0,0.0,1.0,0.0,2006
B737-300,Unknown,VMC,0.0,0.0,0.0,2.0,2006
170B,Takeoff,VMC,0.0,2.0,0.0,0.0,2006
172P,Landing,VMC,0.0,0.0,0.0,1.0,2006
7GCAA,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
Corby CJ-1,Cruise,VMC,0.0,0.0,0.0,1.0,2006
212,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
T-Bird II,Maneuvering,VMC,0.0,1.0,0.0,0.0,2006
150G,Climb,IMC,2.0,0.0,0.0,0.0,2006
M20J,Cruise,VMC,1.0,0.0,0.0,0.0,2006
MXL Sport II,Takeoff,VMC,0.0,1.0,0.0,0.0,2006
B200,Taxi,VMC,0.0,0.0,0.0,1.0,2006
B757-232,Landing,VMC,0.0,0.0,0.0,116.0,2006
150,Takeoff,VMC,0.0,0.0,2.0,0.0,2006
369D,Cruise,VMC,2.0,0.0,0.0,0.0,2006
T206H,Climb,VMC,0.0,0.0,0.0,3.0,2006
PA-25-235,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
OV-10A,Maneuvering,VMC,2.0,0.0,0.0,0.0,2006
182RG,Landing,VMC,0.0,0.0,0.0,2.0,2006
F33A,Descent,VMC,0.0,0.0,1.0,0.0,2006
7GCBC,Landing,VMC,0.0,0.0,0.0,2.0,2006
Mustang II,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
727-277,Unknown,IMC,0.0,0.0,0.0,3.0,2006
PA-23-250,Takeoff,VMC,0.0,0.0,1.0,0.0,2006
EMB-170,Taxi,VMC,0.0,0.0,0.0,179.0,2006
A319-112,Taxi,VMC,0.0,0.0,0.0,179.0,2006
PA-23-160,Maneuvering,VMC,1.0,0.0,0.0,0.0,2006
35,Unknown,VMC,3.0,0.0,0.0,0.0,2006
269C-1,Approach,VMC,0.0,0.0,0.0,2.0,2006
JN4-D Jenny Replica,Takeoff,VMC,0.0,1.0,0.0,0.0,2006
PA-18-150,Landing,VMC,0.0,0.0,0.0,1.0,2006
Velocity,Approach,VMC,0.0,0.0,2.0,0.0,2006
47G-2,Standing,VMC,0.0,0.0,0.0,1.0,2006
Garner Falcon,Unknown,VMC,1.0,0.0,0.0,0.0,2006
